"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2019,10,"DL","Delta Air Lines Inc.","LAX","Los Angeles, CA: Los Angeles International",2983.00,404.00,125.62,5.32,208.96,0.00,64.10,0.00,1.00,18421.00,7995.00,562.00,5612.00,0.00,4252.00,
2019,10,"DL","Delta Air Lines Inc.","LEX","Lexington, KY: Blue Grass",59.00,11.00,6.86,0.00,2.16,0.00,1.97,0.00,0.00,481.00,323.00,0.00,93.00,0.00,65.00,
2019,10,"DL","Delta Air Lines Inc.","LFT","Lafayette, LA: Lafayette Regional Paul Fournet Field",31.00,1.00,0.22,0.00,0.33,0.00,0.45,0.00,0.00,69.00,15.00,0.00,23.00,0.00,31.00,
2019,10,"DL","Delta Air Lines Inc.","LGA","New York, NY: LaGuardia",2431.00,705.00,79.73,10.55,496.08,2.00,116.64,0.00,12.00,45022.00,8232.00,1771.00,27656.00,62.00,7301.00,
2019,10,"DL","Delta Air Lines Inc.","LGB","Long Beach, CA: Long Beach Airport",31.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,20.00,0.00,0.00,
2019,10,"DL","Delta Air Lines Inc.","LIH","Lihue, HI: Lihue Airport",35.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,67.00,49.00,0.00,18.00,0.00,0.00,
2019,10,"DL","Delta Air Lines Inc.","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",197.00,29.00,12.99,0.00,6.10,0.00,9.91,0.00,0.00,1077.00,589.00,0.00,165.00,0.00,323.00,
2019,10,"DL","Delta Air Lines Inc.","MCI","Kansas City, MO: Kansas City International",640.00,72.00,36.74,0.00,20.84,0.00,14.42,0.00,0.00,2626.00,1500.00,0.00,568.00,0.00,558.00,
2019,10,"DL","Delta Air Lines Inc.","MCO","Orlando, FL: Orlando International",1492.00,191.00,74.47,3.20,52.57,1.00,59.76,0.00,1.00,10792.00,5374.00,143.00,1633.00,24.00,3618.00,
2019,10,"DL","Delta Air Lines Inc.","MDT","Harrisburg, PA: Harrisburg International",88.00,4.00,3.46,0.00,0.17,0.00,0.37,0.00,0.00,240.00,218.00,0.00,7.00,0.00,15.00,
2019,10,"DL","Delta Air Lines Inc.","MDW","Chicago, IL: Chicago Midway International",203.00,21.00,8.74,1.56,7.06,0.00,3.64,0.00,2.00,837.00,345.00,234.00,186.00,0.00,72.00,
2019,10,"DL","Delta Air Lines Inc.","MEM","Memphis, TN: Memphis International",445.00,72.00,29.53,0.33,19.67,0.00,22.46,0.00,0.00,2582.00,1206.00,10.00,623.00,0.00,743.00,
2019,10,"DL","Delta Air Lines Inc.","MHT","Manchester, NH: Manchester-Boston Regional",30.00,6.00,3.16,0.00,0.96,0.00,1.88,0.00,0.00,232.00,82.00,0.00,33.00,0.00,117.00,
2019,10,"DL","Delta Air Lines Inc.","MIA","Miami, FL: Miami International",667.00,131.00,42.75,1.16,45.05,0.00,42.05,1.00,1.00,5494.00,2174.00,44.00,1307.00,0.00,1969.00,
2019,10,"DL","Delta Air Lines Inc.","MKE","Milwaukee, WI: General Mitchell International",504.00,56.00,23.84,1.00,14.19,0.00,16.97,0.00,1.00,1981.00,949.00,30.00,373.00,0.00,629.00,
2019,10,"DL","Delta Air Lines Inc.","MLB","Melbourne, FL: Melbourne International",115.00,15.00,5.10,0.00,3.18,0.00,6.73,0.00,0.00,548.00,148.00,0.00,82.00,0.00,318.00,
2019,10,"DL","Delta Air Lines Inc.","MOB","Mobile, AL: Mobile Regional",31.00,3.00,2.25,0.00,0.75,0.00,0.00,0.00,0.00,208.00,188.00,0.00,20.00,0.00,0.00,
2019,10,"DL","Delta Air Lines Inc.","MSN","Madison, WI: Dane County Regional-Truax Field",205.00,19.00,11.02,0.00,3.43,0.00,4.55,0.00,0.00,1170.00,686.00,0.00,126.00,0.00,358.00,
2019,10,"DL","Delta Air Lines Inc.","MSO","Missoula, MT: Missoula International",62.00,5.00,2.26,0.00,0.47,0.00,2.27,0.00,0.00,168.00,91.00,0.00,10.00,0.00,67.00,
2019,10,"DL","Delta Air Lines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",6038.00,596.00,159.68,11.31,230.91,0.00,194.10,1.00,2.00,35395.00,14476.00,2416.00,7534.00,0.00,10969.00,
2019,10,"DL","Delta Air Lines Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",675.00,108.00,42.93,0.40,42.00,0.67,22.00,3.00,3.00,5791.00,3160.00,16.00,1353.00,37.00,1225.00,
2019,10,"DL","Delta Air Lines Inc.","MYR","Myrtle Beach, SC: Myrtle Beach International",119.00,18.00,8.54,0.00,2.74,0.00,6.71,0.00,1.00,688.00,347.00,0.00,85.00,0.00,256.00,
2019,10,"DL","Delta Air Lines Inc.","OAK","Oakland, CA: Metropolitan Oakland International",104.00,2.00,1.52,0.00,0.48,0.00,0.00,0.00,0.00,59.00,49.00,0.00,10.00,0.00,0.00,
2019,10,"DL","Delta Air Lines Inc.","OGG","Kahului, HI: Kahului Airport",79.00,6.00,1.75,0.00,3.68,0.00,0.57,0.00,0.00,165.00,75.00,0.00,69.00,0.00,21.00,
2019,10,"DL","Delta Air Lines Inc.","OKC","Oklahoma City, OK: Will Rogers World",166.00,15.00,5.61,0.00,3.43,0.00,5.95,0.00,0.00,667.00,279.00,0.00,178.00,0.00,210.00,
2019,10,"DL","Delta Air Lines Inc.","OMA","Omaha, NE: Eppley Airfield",142.00,22.00,11.28,0.13,5.26,0.00,5.32,0.00,1.00,540.00,296.00,6.00,100.00,0.00,138.00,
2019,10,"DL","Delta Air Lines Inc.","ONT","Ontario, CA: Ontario International",84.00,11.00,6.24,1.00,2.80,0.00,0.96,0.00,0.00,241.00,153.00,20.00,47.00,0.00,21.00,
2019,10,"DL","Delta Air Lines Inc.","ORD","Chicago, IL: Chicago O'Hare International",1223.00,171.00,58.16,1.25,71.14,1.00,39.45,0.00,0.00,8982.00,3750.00,92.00,3213.00,23.00,1904.00,
2019,10,"DL","Delta Air Lines Inc.","ORF","Norfolk, VA: Norfolk International",254.00,30.00,15.00,0.54,7.55,0.00,6.91,0.00,0.00,901.00,449.00,48.00,201.00,0.00,203.00,
2019,10,"DL","Delta Air Lines Inc.","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",428.00,56.00,26.26,0.00,14.24,0.00,15.50,0.00,1.00,2382.00,1093.00,0.00,444.00,0.00,845.00,
2019,10,"DL","Delta Air Lines Inc.","PDX","Portland, OR: Portland International",661.00,65.00,25.76,0.19,18.85,1.00,19.19,0.00,2.00,2987.00,1545.00,6.00,552.00,49.00,835.00,
2019,10,"DL","Delta Air Lines Inc.","PHF","Newport News/Williamsburg, VA: Newport News/Williamsburg International",31.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,41.00,0.00,0.00,0.00,0.00,
2019,10,"DL","Delta Air Lines Inc.","PHL","Philadelphia, PA: Philadelphia International",592.00,69.00,25.35,0.26,29.05,0.00,14.33,0.00,1.00,3029.00,1371.00,5.00,1144.00,0.00,509.00,
2019,10,"DL","Delta Air Lines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",676.00,96.00,35.33,1.16,36.77,1.00,21.74,0.00,0.00,3783.00,2104.00,23.00,906.00,31.00,719.00,
2019,10,"DL","Delta Air Lines Inc.","PIT","Pittsburgh, PA: Pittsburgh International",337.00,24.00,7.42,0.00,8.63,0.00,7.95,0.00,0.00,736.00,355.00,0.00,204.00,0.00,177.00,
2019,10,"DL","Delta Air Lines Inc.","PNS","Pensacola, FL: Pensacola International",237.00,18.00,10.22,0.00,5.17,0.00,2.61,0.00,1.00,871.00,706.00,0.00,99.00,0.00,66.00,
2019,10,"DL","Delta Air Lines Inc.","PSC","Pasco/Kennewick/Richland, WA: Tri Cities",,,,,,,,,,,,,,,,
2019,10,"DL","Delta Air Lines Inc.","PVD","Providence, RI: Theodore Francis Green State",141.00,10.00,5.54,0.00,1.30,0.00,3.15,0.00,2.00,514.00,388.00,0.00,31.00,0.00,95.00,
2019,10,"DL","Delta Air Lines Inc.","PWM","Portland, ME: Portland International Jetport",114.00,10.00,5.43,0.00,2.83,0.00,1.74,0.00,0.00,342.00,165.00,0.00,121.00,0.00,56.00,
2019,10,"DL","Delta Air Lines Inc.","RAP","Rapid City, SD: Rapid City Regional",31.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,32.00,17.00,0.00,0.00,0.00,15.00,
2019,10,"DL","Delta Air Lines Inc.","RDU","Raleigh/Durham, NC: Raleigh-Durham International",930.00,97.00,42.57,0.59,18.38,0.00,35.46,0.00,2.00,6093.00,2365.00,11.00,600.00,0.00,3117.00,
2019,10,"DL","Delta Air Lines Inc.","RIC","Richmond, VA: Richmond International",259.00,21.00,9.18,0.00,6.63,0.00,5.19,0.00,0.00,570.00,229.00,0.00,174.00,0.00,167.00,
2019,10,"DL","Delta Air Lines Inc.","RNO","Reno, NV: Reno/Tahoe International",56.00,2.00,1.26,0.00,0.74,0.00,0.00,0.00,0.00,60.00,43.00,0.00,17.00,0.00,0.00,
2019,10,"DL","Delta Air Lines Inc.","ROA","Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,10,"DL","Delta Air Lines Inc.","ROC","Rochester, NY: Greater Rochester International",145.00,17.00,8.81,0.00,4.21,0.00,3.98,0.00,0.00,535.00,333.00,0.00,95.00,0.00,107.00,
2019,10,"DL","Delta Air Lines Inc.","RSW","Fort Myers, FL: Southwest Florida International",404.00,60.00,28.26,0.00,22.18,0.00,9.56,0.00,1.00,1862.00,1053.00,0.00,546.00,0.00,263.00,
2019,10,"DL","Delta Air Lines Inc.","SAN","San Diego, CA: San Diego International",747.00,118.00,41.83,0.82,51.49,0.00,23.86,0.00,3.00,5296.00,2448.00,28.00,1505.00,0.00,1315.00,
2019,10,"DL","Delta Air Lines Inc.","SAT","San Antonio, TX: San Antonio International",287.00,46.00,20.76,1.92,13.97,0.00,9.36,1.00,5.00,2107.00,971.00,49.00,540.00,0.00,547.00,
2019,10,"DL","Delta Air Lines Inc.","SAV","Savannah, GA: Savannah/Hilton Head International",315.00,43.00,15.59,0.68,9.92,0.00,16.82,0.00,0.00,1494.00,640.00,23.00,229.00,0.00,602.00,
2019,10,"DL","Delta Air Lines Inc.","SBN","South Bend, IN: South Bend International",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,10,"DL","Delta Air Lines Inc.","SDF","Louisville, KY: Louisville Muhammad Ali International",253.00,36.00,14.28,0.00,8.53,0.00,13.19,0.00,0.00,1227.00,597.00,0.00,240.00,0.00,390.00,
2019,10,"DL","Delta Air Lines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",2600.00,298.00,87.87,6.62,138.34,0.00,65.18,0.00,5.00,15865.00,5799.00,611.00,4187.00,0.00,5268.00,
2019,10,"DL","Delta Air Lines Inc.","SFO","San Francisco, CA: San Francisco International",1389.00,150.00,59.49,1.00,57.01,0.00,32.50,0.00,1.00,8260.00,4217.00,39.00,2165.00,0.00,1839.00,
2019,10,"DL","Delta Air Lines Inc.","SJC","San Jose, CA: Norman Y. Mineta San Jose International",480.00,71.00,19.81,0.00,21.60,0.30,29.29,0.00,0.00,3009.00,931.00,0.00,597.00,43.00,1438.00,
2019,10,"DL","Delta Air Lines Inc.","SJU","San Juan, PR: Luis Munoz Marin International",190.00,21.00,8.32,0.11,8.41,0.00,4.16,0.00,0.00,695.00,224.00,7.00,323.00,0.00,141.00,
2019,10,"DL","Delta Air Lines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",4164.00,448.00,157.99,10.30,151.16,0.00,128.54,0.00,1.00,26950.00,11886.00,1234.00,4623.00,0.00,9207.00,
2019,10,"DL","Delta Air Lines Inc.","SMF","Sacramento, CA: Sacramento International",254.00,23.00,9.82,0.00,7.98,0.00,5.19,0.00,0.00,959.00,478.00,0.00,212.00,0.00,269.00,
2019,10,"DL","Delta Air Lines Inc.","SNA","Santa Ana, CA: John Wayne Airport-Orange County",347.00,49.00,29.34,0.00,12.87,0.00,6.78,0.00,2.00,3780.00,3028.00,0.00,418.00,0.00,334.00,
2019,10,"DL","Delta Air Lines Inc.","SRQ","Sarasota/Bradenton, FL: Sarasota/Bradenton International",189.00,47.00,17.89,0.89,14.78,0.00,13.44,0.00,0.00,1753.00,751.00,98.00,436.00,0.00,468.00,
2019,10,"DL","Delta Air Lines Inc.","STL","St. Louis, MO: St Louis Lambert International",625.00,58.00,27.98,0.00,14.58,0.00,15.44,0.00,0.00,2156.00,1193.00,0.00,468.00,0.00,495.00,
2019,10,"DL","Delta Air Lines Inc.","STT","Charlotte Amalie, VI: Cyril E King",30.00,5.00,2.02,0.00,2.53,0.00,0.44,0.00,0.00,119.00,39.00,0.00,72.00,0.00,8.00,
2019,10,"DL","Delta Air Lines Inc.","SYR","Syracuse, NY: Syracuse Hancock International",144.00,16.00,9.63,0.00,3.13,0.00,3.24,0.00,0.00,618.00,431.00,0.00,83.00,0.00,104.00,
2019,10,"DL","Delta Air Lines Inc.","TLH","Tallahassee, FL: Tallahassee International",175.00,15.00,5.76,1.00,1.36,0.00,6.88,0.00,0.00,578.00,194.00,59.00,32.00,0.00,293.00,
2019,10,"DL","Delta Air Lines Inc.","TPA","Tampa, FL: Tampa International",957.00,116.00,41.52,1.20,39.86,0.00,33.42,0.00,4.00,5462.00,2158.00,73.00,1314.00,0.00,1917.00,
2019,10,"DL","Delta Air Lines Inc.","TRI","Bristol/Johnson City/Kingsport, TN: Tri Cities",31.00,4.00,2.27,0.00,0.13,0.00,1.61,0.00,0.00,218.00,75.00,0.00,10.00,0.00,133.00,
2019,10,"DL","Delta Air Lines Inc.","TUL","Tulsa, OK: Tulsa International",86.00,10.00,2.22,0.00,3.99,0.00,3.78,0.00,1.00,293.00,113.00,0.00,71.00,0.00,109.00,
2019,10,"DL","Delta Air Lines Inc.","TUS","Tucson, AZ: Tucson International",57.00,17.00,2.88,0.00,9.90,0.00,4.22,0.00,0.00,682.00,244.00,0.00,277.00,0.00,161.00,
2019,10,"DL","Delta Air Lines Inc.","TYS","Knoxville, TN: McGhee Tyson",120.00,14.00,8.69,1.00,1.38,0.00,2.94,0.00,0.00,498.00,323.00,23.00,49.00,0.00,103.00,
2019,10,"DL","Delta Air Lines Inc.","VPS","Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",213.00,19.00,6.70,0.00,10.32,0.00,1.98,0.00,0.00,795.00,325.00,0.00,379.00,0.00,91.00,
2019,10,"DL","Delta Air Lines Inc.","XNA","Fayetteville, AR: Northwest Arkansas Regional",34.00,10.00,1.75,0.00,4.54,0.00,3.72,0.00,0.00,292.00,107.00,0.00,105.00,0.00,80.00,
2019,10,"EV","ExpressJet Airlines LLC","ABQ","Albuquerque, NM: Albuquerque International Sunport",14.00,3.00,0.00,0.00,2.53,0.00,0.47,0.00,0.00,106.00,0.00,0.00,92.00,0.00,14.00,
2019,10,"EV","ExpressJet Airlines LLC","AEX","Alexandria, LA: Alexandria International",88.00,20.00,4.79,1.00,8.12,0.00,6.09,2.00,0.00,2029.00,294.00,78.00,1194.00,0.00,463.00,
2019,10,"EV","ExpressJet Airlines LLC","ALB","Albany, NY: Albany International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,10,"EV","ExpressJet Airlines LLC","AMA","Amarillo, TX: Rick Husband Amarillo International",88.00,25.00,7.16,1.80,10.45,0.00,5.59,1.00,0.00,1529.00,299.00,467.00,370.00,0.00,393.00,
2019,10,"EV","ExpressJet Airlines LLC","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",60.00,13.00,3.67,0.00,7.42,0.00,1.91,0.00,0.00,920.00,349.00,0.00,371.00,0.00,200.00,
2019,10,"EV","ExpressJet Airlines LLC","AVP","Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,10,"EV","ExpressJet Airlines LLC","AZO","Kalamazoo, MI: Kalamazoo/Battle Creek International",6.00,2.00,0.70,0.00,1.30,0.00,0.00,0.00,0.00,113.00,40.00,0.00,73.00,0.00,0.00,
2019,10,"EV","ExpressJet Airlines LLC","BGR","Bangor, ME: Bangor International",51.00,14.00,2.09,0.00,7.04,0.00,4.87,1.00,0.00,520.00,100.00,0.00,249.00,0.00,171.00,
2019,10,"EV","ExpressJet Airlines LLC","BHM","Birmingham, AL: Birmingham-Shuttlesworth International",60.00,12.00,3.41,0.00,6.05,0.00,2.54,0.00,0.00,1179.00,165.00,0.00,872.00,0.00,142.00,
2019,10,"EV","ExpressJet Airlines LLC","BNA","Nashville, TN: Nashville International",124.00,41.00,7.17,0.00,15.80,0.00,18.03,2.00,0.00,2363.00,556.00,0.00,552.00,0.00,1255.00,
2019,10,"EV","ExpressJet Airlines LLC","BRO","Brownsville, TX: Brownsville South Padre Island International",68.00,11.00,1.68,0.55,2.47,0.00,6.30,1.00,0.00,730.00,70.00,36.00,146.00,0.00,478.00,
2019,10,"EV","ExpressJet Airlines LLC","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",145.00,28.00,10.59,0.79,9.84,0.00,6.78,1.00,0.00,1261.00,587.00,33.00,381.00,0.00,260.00,
2019,10,"EV","ExpressJet Airlines LLC","BTV","Burlington, VT: Burlington International",66.00,14.00,6.06,0.92,2.65,0.00,4.37,0.00,0.00,820.00,458.00,23.00,79.00,0.00,260.00,
2019,10,"EV","ExpressJet Airlines LLC","BUF","Buffalo, NY: Buffalo Niagara International",107.00,35.00,12.29,0.00,6.88,0.00,15.84,3.00,0.00,2077.00,1116.00,0.00,219.00,0.00,742.00,
2019,10,"EV","ExpressJet Airlines LLC","CAK","Akron, OH: Akron-Canton Regional",17.00,4.00,0.00,1.00,2.88,0.00,0.12,0.00,0.00,137.00,0.00,50.00,83.00,0.00,4.00,
2019,10,"EV","ExpressJet Airlines LLC","CHS","Charleston, SC: Charleston AFB/International",52.00,14.00,3.92,0.00,5.49,0.00,4.58,0.00,0.00,1435.00,1007.00,0.00,174.00,0.00,254.00,
2019,10,"EV","ExpressJet Airlines LLC","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",6.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,51.00,0.00,0.00,0.00,0.00,51.00,
2019,10,"EV","ExpressJet Airlines LLC","CLE","Cleveland, OH: Cleveland-Hopkins International",315.00,63.00,10.30,1.48,11.39,0.00,39.84,7.00,0.00,5153.00,1175.00,210.00,1343.00,0.00,2425.00,
2019,10,"EV","ExpressJet Airlines LLC","CLL","College Station/Bryan, TX: Easterwood Field",92.00,16.00,2.16,0.76,5.09,0.00,8.00,0.00,0.00,864.00,122.00,28.00,258.00,0.00,456.00,
2019,10,"EV","ExpressJet Airlines LLC","CLT","Charlotte, NC: Charlotte Douglas International",45.00,5.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,537.00,428.00,0.00,109.00,0.00,0.00,
2019,10,"EV","ExpressJet Airlines LLC","CMH","Columbus, OH: John Glenn Columbus International",21.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,41.00,0.00,0.00,41.00,0.00,0.00,
2019,10,"EV","ExpressJet Airlines LLC","COS","Colorado Springs, CO: City of Colorado Springs Municipal",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,10,"EV","ExpressJet Airlines LLC","CRP","Corpus Christi, TX: Corpus Christi International",94.00,22.00,7.45,1.95,8.38,0.00,4.22,0.00,0.00,1159.00,380.00,124.00,507.00,0.00,148.00,
2019,10,"EV","ExpressJet Airlines LLC","CRW","Charleston/Dunbar, WV: Yeager",22.00,5.00,3.27,0.00,1.37,0.00,0.36,0.00,0.00,229.00,143.00,0.00,60.00,0.00,26.00,
2019,10,"EV","ExpressJet Airlines LLC","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",130.00,26.00,9.06,0.60,12.68,0.00,3.67,2.00,0.00,1536.00,923.00,27.00,438.00,0.00,148.00,
2019,10,"EV","ExpressJet Airlines LLC","DAY","Dayton, OH: James M Cox/Dayton International",43.00,19.00,4.89,0.00,4.44,0.00,9.66,0.00,0.00,1383.00,310.00,0.00,381.00,0.00,692.00,
2019,10,"EV","ExpressJet Airlines LLC","DCA","Washington, DC: Ronald Reagan Washington National",136.00,39.00,9.47,0.00,11.94,0.00,17.59,2.00,1.00,2451.00,526.00,0.00,736.00,0.00,1189.00,
2019,10,"EV","ExpressJet Airlines LLC","DSM","Des Moines, IA: Des Moines International",5.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,28.00,0.00,0.00,
2019,10,"EV","ExpressJet Airlines LLC","DTW","Detroit, MI: Detroit Metro Wayne County",39.00,8.00,0.71,0.70,4.97,0.00,1.62,0.00,0.00,255.00,33.00,19.00,167.00,0.00,36.00,
2019,10,"EV","ExpressJet Airlines LLC","ECP","Panama City, FL: Northwest Florida Beaches International",60.00,13.00,4.02,0.00,4.06,0.00,4.91,0.00,0.00,772.00,258.00,0.00,209.00,0.00,305.00,
2019,10,"EV","ExpressJet Airlines LLC","ELP","El Paso, TX: El Paso International",42.00,6.00,1.00,0.89,1.24,0.00,2.86,0.00,0.00,248.00,15.00,17.00,39.00,0.00,177.00,
2019,10,"EV","ExpressJet Airlines LLC","ERI","Erie, PA: Erie International/Tom Ridge Field",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,10,"EV","ExpressJet Airlines LLC","EWR","Newark, NJ: Newark Liberty International",1333.00,470.00,42.46,5.60,325.49,0.00,96.44,26.00,4.00,38255.00,4422.00,760.00,25573.00,0.00,7500.00,
2019,10,"EV","ExpressJet Airlines LLC","FAR","Fargo, ND: Hector International",12.00,2.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,61.00,0.00,0.00,0.00,0.00,61.00,
2019,10,"EV","ExpressJet Airlines LLC","GPT","Gulfport/Biloxi, MS: Gulfport-Biloxi International",92.00,14.00,1.34,0.00,7.33,0.00,5.33,1.00,1.00,794.00,73.00,0.00,372.00,0.00,349.00,
2019,10,"EV","ExpressJet Airlines LLC","GRB","Green Bay, WI: Green Bay Austin Straubel International",55.00,8.00,2.40,0.00,5.60,0.00,0.00,0.00,0.00,289.00,117.00,0.00,172.00,0.00,0.00,
2019,10,"EV","ExpressJet Airlines LLC","GRK","Killeen, TX: Robert Gray AAF",58.00,12.00,1.21,0.00,5.12,0.00,5.67,0.00,0.00,681.00,69.00,0.00,167.00,0.00,445.00,
2019,10,"EV","ExpressJet Airlines LLC","GRR","Grand Rapids, MI: Gerald R. Ford International",69.00,26.00,6.78,0.00,13.50,0.00,5.72,2.00,0.00,1550.00,459.00,0.00,664.00,0.00,427.00,
2019,10,"EV","ExpressJet Airlines LLC","GSO","Greensboro/High Point, NC: Piedmont Triad International",53.00,12.00,3.97,1.00,2.60,0.00,4.43,0.00,0.00,1687.00,845.00,456.00,85.00,0.00,301.00,
2019,10,"EV","ExpressJet Airlines LLC","GSP","Greer, SC: Greenville-Spartanburg International",83.00,32.00,8.88,0.00,10.07,0.00,13.05,2.00,0.00,1994.00,551.00,0.00,427.00,0.00,1016.00,
2019,10,"EV","ExpressJet Airlines LLC","HOB","Hobbs, NM: Lea County Regional",48.00,8.00,0.60,0.00,4.25,0.00,3.15,0.00,0.00,532.00,29.00,0.00,165.00,0.00,338.00,
2019,10,"EV","ExpressJet Airlines LLC","HRL","Harlingen/San Benito, TX: Valley International",52.00,6.00,2.01,0.00,2.57,0.00,1.42,1.00,0.00,463.00,147.00,0.00,160.00,0.00,156.00,
2019,10,"EV","ExpressJet Airlines LLC","HSV","Huntsville, AL: Huntsville International-Carl T Jones Field",51.00,9.00,3.61,0.00,2.59,0.00,2.80,0.00,0.00,1254.00,914.00,0.00,171.00,0.00,169.00,
2019,10,"EV","ExpressJet Airlines LLC","IAH","Houston, TX: George Bush Intercontinental/Houston",2651.00,717.00,50.11,14.21,446.90,0.00,205.78,14.00,9.00,53019.00,6242.00,2137.00,30018.00,0.00,14622.00,
2019,10,"EV","ExpressJet Airlines LLC","ICT","Wichita, KS: Wichita Dwight D Eisenhower National",61.00,16.00,2.63,0.81,9.23,0.00,3.33,0.00,0.00,746.00,65.00,101.00,384.00,0.00,196.00,
2019,10,"EV","ExpressJet Airlines LLC","IND","Indianapolis, IN: Indianapolis International",227.00,44.00,11.71,0.72,18.11,0.00,13.46,1.00,0.00,2366.00,733.00,13.00,674.00,0.00,946.00,
2019,10,"EV","ExpressJet Airlines LLC","JAN","Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",80.00,18.00,3.89,0.00,9.36,0.00,4.76,0.00,0.00,902.00,252.00,0.00,279.00,0.00,371.00,
2019,10,"EV","ExpressJet Airlines LLC","JAX","Jacksonville, FL: Jacksonville International",81.00,25.00,5.81,0.23,10.23,0.00,8.73,0.00,0.00,1949.00,955.00,7.00,398.00,0.00,589.00,
2019,10,"EV","ExpressJet Airlines LLC","LAN","Lansing, MI: Capital Region International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,10,"EV","ExpressJet Airlines LLC","LBB","Lubbock, TX: Lubbock Preston Smith International",33.00,8.00,0.81,0.00,3.30,0.00,3.88,0.00,0.00,568.00,80.00,0.00,88.00,0.00,400.00,
2019,10,"EV","ExpressJet Airlines LLC","LCH","Lake Charles, LA: Lake Charles Regional",83.00,25.00,8.27,0.00,8.27,0.00,8.46,0.00,1.00,1245.00,413.00,0.00,323.00,0.00,509.00,
2019,10,"EV","ExpressJet Airlines LLC","LEX","Lexington, KY: Blue Grass",27.00,9.00,3.60,0.00,3.19,0.00,2.21,0.00,0.00,533.00,237.00,0.00,129.00,0.00,167.00,
2019,10,"EV","ExpressJet Airlines LLC","LFT","Lafayette, LA: Lafayette Regional Paul Fournet Field",155.00,29.00,6.81,0.35,12.48,0.00,9.37,2.00,1.00,1397.00,418.00,25.00,478.00,0.00,476.00,
2019,10,"EV","ExpressJet Airlines LLC","LGA","New York, NY: LaGuardia",167.00,54.00,4.52,0.00,42.00,0.00,7.48,2.00,0.00,3454.00,343.00,0.00,2652.00,0.00,459.00,
2019,10,"EV","ExpressJet Airlines LLC","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",76.00,20.00,5.50,1.50,7.56,0.00,5.45,0.00,0.00,1154.00,286.00,79.00,303.00,0.00,486.00,
2019,10,"EV","ExpressJet Airlines LLC","LNK","Lincoln, NE: Lincoln Airport",4.00,2.00,0.08,0.00,0.92,0.00,1.00,0.00,0.00,128.00,4.00,0.00,49.00,0.00,75.00,
2019,10,"EV","ExpressJet Airlines LLC","LRD","Laredo, TX: Laredo International",88.00,28.00,7.61,0.00,11.74,0.00,8.65,0.00,0.00,1362.00,278.00,0.00,406.00,0.00,678.00,
2019,10,"EV","ExpressJet Airlines LLC","MAF","Midland/Odessa, TX: Midland International Air and Space Port",4.00,1.00,0.10,0.00,0.90,0.00,0.00,0.00,0.00,61.00,6.00,0.00,55.00,0.00,0.00,
